Equity issue,day of week,description (from line),Column 4,Column 5
1895-11-28, Friday,  Mrs. R. W. Thompson left on Friday to spend the winter with her parents at,,
1895-12-05, Thursday,  It iwoed from the office of Publication el Bhswfille every Thursday.,,
1895-12-05, Monday,  rosnsblpfrer __	Eleven men weie killed at Brewster treal 091 Monday of Isai week when judg-,,
1895-12-05, Friday,  Friday December 6th,,
1895-12-05,Sunday,  w . 	 .	. 0 m	hop of Montreal Sunday the 8th inet.	eioDer Crown Lands for the lease of all,,
1895-12-05,Sunday,  f Agricultural Society No. 1 the reason diocese as Temperance Sunday. The Rev. either aide of the O  <fc O. V. Railway..	. ^	,,
1895-12-05, Tuesday,  Tuesday of last wees to ask for a grant I Mr. Boomer also denies the report that of laud of 10000 scree per mile to the he contemplates the erection of a large Ottawa River	Bon. Mr. Tallinn I hotel.,,
1895-12-05, Thursday,  or of later centuries the armies of Nae The Dominion Line steamship Lal>- at an early hour on Thursday morning. I are having a '^pressing effect. The de- ()f the mon lie dead but the fifth was,,
1895-12-05, Friday,  Friday Deo. 13 inst.,,
1895-12-12, Thursday,  Hhawville every Thursday.,,
1895-12-12, Thursday,  Will be at Shawvllledrst Thursday ofeacb month.,,
1895-12-12, Monday,  If Shawville Que. respectfully solicits c untr> to ( aiuvU.	however will have a chance to supply this village on Monday	Cull and see them,,
1895-12-12, Thursday,  Mr. Seymour Greemhields of Bristol is reported to have crossed Chats Lake Thursday of last week. He was the first .	.	t0 venture across the ice that we bave,,
1895-12-12, Monday,  UPNDY AVI CIU hoteI men are it is said anxious to pur Monday morning last accompanied by c*on. lUlIway will apply fur an act to re   	W M I LCIly chase the Windsor hotel of Montreal three men -hie two eons and W. J.Judd ^lve lla power to extend its railway to,,
1895-12-12, Saturday,  At a meeting held this evening the and on (Saturday evening preceding his wit wme three years ago on the railway | the Company is about f 1000 following officers were elected to hold of- demise it is related he ate a heartv nesr Hreckenridge. Some twelve horses ' tice for the ensuing year :	# . meal before he retired. Mr Hodgins 14 wiM ** remembered were silled by the,,
1895-12-12, nrday,  _	_	_ _	__-______ M Silas Young.Chaplain arrowing widow he leaves a family of	Abbott which was considered a nrday and as the various commodities,,
1895-12-12, Thursday,  The wife of Mr. Frederick Griffith moulder of London Ont. gave birth to triplets on Thursday two ho vs and a girl. All are healthy and well formed. The couple have I wen married fifteen years and have had eleven children. On the first occasion Mrs. Griffith presented her husband with twins.,,
1895-12-12, yesterday,  reading in the Victoria Legislature. servative and was elected without op-Count von Taafe the Austrian states- position man died yesterday morning at Ellis- The Board of Agriculture him Issued him Bohemia lie was sixty- wo ><mis	^ onjer forbidding the importation of,,
1895-12-12, Monday,  and the Turkish palace	party	ls	very	the Queen City mills on	Monday even-	8Urfa e Tb' l*o les lieHeved to bs in the,,
1895-12-12, Tuesday,  A purse was presented to Dr. Barnar-do in London on Tuesday butt in recognition of his good work in founding for destitute children in London,,
1895-12-12, Saturday,  Mr. Samuel Davis founder of the great cigar-manufacturing firm of 8. l>avis & Sons of Montreal died in that city on Saturday afternoon in his sixty-first year.,,
1895-12-12, Saturday,  Mr. Andrew Gregory Hill Police Magistrate of the Counties of Welland d Lincoln died at his home in Ni-Falls. Ont. on Saturday night,,
1895-12-12, Monday,  A penniless tramp named Maurice Barker who slept in a Hamilton police station on Sunday night Monday morning received a draft for fifteen hundred sterling from England being his share of his father's estate.,,
1895-12-12, Saturday,  leave England on Saturday 7th inat. by land in 1846 the immediate effect was,,
1895-12-12, Tuesday,  I wish to inform the inhabitants of Bristol Ridge and surrounding country that on Tuesday December 3rd I intend opening up my new Blacksmith Shop at,,
1895-12-12,Sunday,  having occurred several Sundays in,,
1895-12-12,Sunday,  breadth 15 feet 2 inches depth 10 feet nav ing occurred several Sundays in suo-displacement fully loaded. 186 tons cession the elder in charge of the plate The toilers are of the Normand water- at last lost patience and blurted out: tube type the engines triple expansion;   We cud dae wi' leas o' yer manners on one hour's run the mean speed was an' inair o' yer siller ma leddy.,,
1895-12-12,Sunday,  British navy. She ia three hundred feet I Lmt on or about Sunday. November 34th I pUHMC NOTICE la hereby given that the,,
1895-12-12, Friday,  Friday Dec. 13 inst.,,
1895-12-12, few day,  Ottawa will shortly have a sanitarium for the treatment of consumption catarrh asthma and bronchitis by the new method of inhalation^ Mr. D. D. Wilson |S HEREBY GIVEN that a plication will manager of the Toronto Sanitarium has 1 be made by the Pontiac Pacific Junction been in the city for the past few days Railway Company to the Parliament of,,
1895-12-19, Monday,  Spend Christmas ereolng with your bor*00 Monday morning.,,
1895-12-19, Thursday,  Will be at Shawvllleflret Thursday ofeaeb,,
1895-12-19,Sunday,  At North Bay on Sunday last Mr.,,
1895-12-19, Tuesday,  Previous to the inquest on the death of gam Esa. of Quyon passed away at the Andrew Easton the Free Praia learned age of 32 years. His remains were a most pathetic detail. It appeared that brought to Quyon for interment and on Mr. Easton had joined the Missing Link Tuesday were deposited in the burial lodge of the Brotherhood of Railway ground at Pontiac. The six brothers of Trainmen while residing and working in the deceased acted a# pall bearers. The,,
1895-12-19, Thursday,  Thursday last was the annirersary of the death of Kir. John Thompson,,
1895-12-19, Thursday,  umn under the command of Major Toe Secretary of the Independent Older of selli ODornting in Abyssinia hid been Foresters warn elected to the House of surprised and surrounded by a force of Commons for North Ontario on Thursday 25000 natives and that only a small pori by a prurality of 607 votes. The poll tion of the command had succeeded in stood breaking through the beleaguering lines McGillivray Conservative,,
1895-12-19,Wednesday,  was sent to the Premier on Wednesday b*   old cheap. Apniy ot,,
1895-12-19,Sunday,  Soldiers in the Italian army or the natives tablieh a tnonoply of this kind furnishes previously favorable to Italian colonial the chief ground for our taking up the authority. Up to Sunday the advices question at all. We do not see with Mr. as/ the enemy had not advanced.	| Harris how placing all the lakes in a dis.,,
1895-12-19, Tuesday,  toi Ridge and surrounding country that Tuesday December 3rd I intend opening up iny new Blacksmith Shop at Bristol Ridge (next door to Post Office) and having procured the services of a first class mechanic I will be prepared to do,,
1895-12-19, Thursday,   Ten characters constitute   Among the Breakers/' embracing comedy tragedy journalism and lore. Thursday Dec. 86th Walsh's Hall. ,,
1895-12-19, Monday,  Monday's Ottawa Journal reports as follows :,,
1895-12-19,Sunday,  ?th Sunday in Advent ; Mod Dec. 1895.,,
1895-12-19,Christmas day,  Christmas day 8. George's P. D. Port;,,
1895-12-19, Saturday,  Saturday	night tendered	in	Montreal	adjustment have I men generally aband-	r^thy at the death of General Sir	that country produce lumber etc. is	tensively made of glass. A X enetian,,
1895-12-19, Thursday,  launched at Glasgow.	William	Becker a young	moulder	and Queen of	Italy are also expected	small when the large turnover is taken	manufactured from	the fiber of a pelt is reported that Great Britain in- saved the	life of a stranger	near Buf-	to he present	upon that occasion.	into consideration. There is keen com-	culiar filamentous stone from the intends establishing a protectorate over falo on Thursday night by pushing	The Prince of Wales will spend	petition in most lines and the large	Iwrian mines which by some secret pro-,,
1895-12-26, Thursday,  Shawville every Thursday.,,
1895-12-26,Wednesday,  reside with her brothers Mesne. John I NDn* end William Mes of Bedford shoot two Neyk years ago passed awiy on Wednesday last.,,
1895-12-26,Wednesday,  place on the 4th Wednesday in January.,,
1895-12-26, Thursday,  *W?uC nl 8 hnwvlllcflrst Thursday ofeseb,,
1895-12-26, Thursday,  dnd at St. Catharines on Thursday. R A Helllwell of Chicago who was s|un againel the K i n g of Corea.	valid was taken out with the greatest,,
1895-12-26, Saturday,  The first steps towards the re-erection suicide on Saturday night.	1 ju f the Ashantis have deptwed King T. ... .. .  . . . nicely. The total low is about 970.000,,
1895-12-26,Wednesday,  figures show a falling oil speech on Wednesday by Lord Roberts,,
1895-12-26, Friday,  of the West Coast of Africa between the by the terms of which all their nur-1Provincial Government on Friday issued fifth and sixth deg pee of latitude north 1 chases will be stored and sold from its last crop bulletin which details com-,,
1895-12-26, Thursday,  been so prominently brought before the ntie are lower now in Chicago than for soon become as important an industry public as at Thursday's session of the twenty-eight years it is not likely that as wheat-raising. A great advance,,
1895-12-26,holiday,  Infanta Eulalie of Spain is spending a holiday week in London. She is staying at a hotel and has not been received by the Queen.,,
1895-12-26, Saturday,  The Legislature of this provwoe pro rogued oa Saturday.,,
1895-12-26,the day,  the society during the days appointed for holding any exhibition by any Agricultural Society at the place of holding the exhibition or within five miles thereof,,
1895-12-26, Tuesday,  I wish to inform the inhabitant# of Bristol Ridge and surrounding country that on Tuesday December 3rd I intend opening up my new Blacksmith Shop at Bristol Ridge (next door to Poet Ottos) and having procured the services of a first class mechanic I will be prepared,,
1895-12-26,Wednesday,  On Wednesday last Hon. Mr. Tailloa,,
1895-12-26,other day,  an ocean steamer by prayer was given the other day when the steamer Tacoma arrived at Tacoma. Wash. from China,,
